               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 470,            0.013846,           0.0072792,            0.002241,             0.99754,                   1,               0.995,              0.9149,           0.0080393,           0.0028353,           0.0013214,           0.0007138,           0.0007138,           0.0007138
                 471,            0.014642,           0.0071239,           0.0028132,             0.99743,                   1,               0.995,             0.91687,           0.0076196,           0.0027966,           0.0013187,            0.000694,            0.000694,            0.000694
                 472,            0.013811,           0.0069653,           0.0030899,             0.99743,                   1,               0.995,             0.91687,           0.0076196,           0.0027966,           0.0013187,           0.0006742,           0.0006742,           0.0006742
                 473,            0.014247,           0.0067933,           0.0025474,             0.99738,                   1,               0.995,             0.91607,           0.0076794,           0.0028088,           0.0013188,           0.0006544,           0.0006544,           0.0006544
                 474,            0.016089,           0.0069441,           0.0019209,             0.99739,                   1,               0.995,             0.91811,           0.0077256,           0.0028027,            0.001316,           0.0006346,           0.0006346,           0.0006346
                 475,            0.014424,           0.0071852,           0.0038471,              0.9974,                   1,               0.995,             0.91655,           0.0076425,           0.0027821,           0.0013133,           0.0006148,           0.0006148,           0.0006148
                 476,            0.013905,           0.0065272,           0.0025397,              0.9974,                   1,               0.995,             0.91655,           0.0076425,           0.0027821,           0.0013133,            0.000595,            0.000595,            0.000595
                 477,             0.01424,           0.0066513,           0.0022021,             0.99738,                   1,               0.995,             0.91661,           0.0077634,           0.0027848,           0.0013109,           0.0005752,           0.0005752,           0.0005752
                 478,            0.014958,            0.007327,           0.0022364,             0.99741,                   1,               0.995,             0.91919,           0.0077717,           0.0027908,           0.0013068,           0.0005554,           0.0005554,           0.0005554
                 479,            0.013534,           0.0062692,            0.001932,             0.99739,                   1,               0.995,             0.90932,           0.0079076,           0.0028155,           0.0013015,           0.0005356,           0.0005356,           0.0005356
                 480,            0.015974,           0.0073991,           0.0039498,             0.99739,                   1,               0.995,             0.90932,           0.0079076,           0.0028155,           0.0013015,           0.0005158,           0.0005158,           0.0005158
                 481,            0.014705,           0.0063153,           0.0024022,             0.99737,                   1,               0.995,             0.91081,           0.0078899,           0.0028112,           0.0012978,            0.000496,            0.000496,            0.000496
                 482,             0.01297,           0.0062682,           0.0016407,              0.9974,                   1,               0.995,              0.9038,           0.0078868,           0.0028178,           0.0012934,           0.0004762,           0.0004762,           0.0004762
                 483,            0.014661,           0.0068614,           0.0030671,             0.99738,                   1,               0.995,              0.9059,           0.0078552,           0.0028054,           0.0012911,           0.0004564,           0.0004564,           0.0004564
                 484,            0.015657,           0.0079686,            0.002774,             0.99738,                   1,               0.995,              0.9059,           0.0078552,           0.0028054,           0.0012911,           0.0004366,           0.0004366,           0.0004366
                 485,            0.013232,           0.0062833,            0.002163,             0.99743,                   1,               0.995,             0.90619,           0.0078185,           0.0027884,           0.0012866,           0.0004168,           0.0004168,           0.0004168
                 486,            0.013802,           0.0063066,           0.0020696,             0.99749,                   1,               0.995,             0.91646,           0.0074763,           0.0027365,           0.0012824,            0.000397,            0.000397,            0.000397
                 487,            0.016165,           0.0070854,           0.0035445,             0.99755,                   1,               0.995,              0.9277,           0.0075785,             0.00274,           0.0012766,           0.0003772,           0.0003772,           0.0003772
                 488,            0.014472,           0.0066099,           0.0023543,             0.99755,                   1,               0.995,              0.9277,           0.0075785,             0.00274,           0.0012766,           0.0003574,           0.0003574,           0.0003574
                 489,            0.013074,           0.0077454,           0.0024569,             0.99753,                   1,               0.995,             0.92059,           0.0077751,           0.0027527,            0.001272,           0.0003376,           0.0003376,           0.0003376
                 490,            0.014155,           0.0079472,           0.0024083,             0.99753,                   1,               0.995,             0.91256,           0.0079276,           0.0027625,           0.0012683,           0.0003178,           0.0003178,           0.0003178
                 491,            0.015213,           0.0059235,           0.0024217,             0.99754,                   1,               0.995,             0.92372,           0.0076756,           0.0027376,           0.0012633,            0.000298,            0.000298,            0.000298
                 492,            0.014406,           0.0076333,              0.0022,             0.99754,                   1,               0.995,             0.92372,           0.0076756,           0.0027376,           0.0012633,           0.0002782,           0.0002782,           0.0002782
                 493,            0.015278,           0.0068148,           0.0020167,             0.99752,                   1,               0.995,             0.92218,           0.0076128,           0.0027385,           0.0012615,           0.0002584,           0.0002584,           0.0002584
                 494,            0.013118,           0.0067181,           0.0019489,             0.99751,                   1,               0.995,             0.91713,           0.0075116,            0.002741,           0.0012586,           0.0002386,           0.0002386,           0.0002386
                 495,            0.014635,           0.0074018,           0.0026866,             0.99752,                   1,               0.995,              0.9143,           0.0074834,           0.0027517,           0.0012574,           0.0002188,           0.0002188,           0.0002188
                 496,            0.012899,           0.0074359,           0.0025128,             0.99752,                   1,               0.995,              0.9143,           0.0074834,           0.0027517,           0.0012574,            0.000199,            0.000199,            0.000199
                 497,            0.016663,           0.0077312,           0.0035032,             0.99754,                   1,               0.995,             0.91158,           0.0075411,            0.002767,           0.0012545,           0.0001792,           0.0001792,           0.0001792
                 498,            0.014386,            0.007121,           0.0040905,             0.99753,                   1,               0.995,             0.90824,           0.0076271,           0.0027842,           0.0012531,           0.0001594,           0.0001594,           0.0001594
                 499,            0.015178,           0.0064603,           0.0034455,             0.99752,                   1,               0.995,             0.91095,            0.007575,           0.0027799,           0.0012508,           0.0001396,           0.0001396,           0.0001396
